stock,name,market
058610,에스피지,KOSDAQ
043340,에쎈테크,KOSDAQ
054630,에이디칩스,KOSDAQ
200710,에이디테크놀로지,KOSDAQ
003800,에이스침대,KOSDAQ
088800,에이스테크,KOSDAQ
138360,에이씨티,KOSDAQ
035290,에이원앤,KOSDAQ
072990,에이치시티,KOSDAQ
176440,에이치엔티,KOSDAQ
028300,에이치엘비,KOSDAQ
067630,에이치엘비생명과학,KOSDAQ
043220,에이치엘비파워,KOSDAQ
239610,에이치엘사이언스,KOSDAQ
226340,에이치엠씨3호스팩,KOSDAQ
044780,에이치케이,KOSDAQ
071670,에이테크솔루션,KOSDAQ
045660,에이텍,KOSDAQ
224110,에이텍티앤,KOSDAQ
021080,에이티넘인베스트,KOSDAQ
089530,에이티세미콘,KOSDAQ
182400,에이티젠,KOSDAQ
073570,에이티테크놀러지,KOSDAQ
109960,에이프로젠 H&G,KOSDAQ
043580,에임하이,KOSDAQ
214870,에치디프로,KOSDAQ
230360,에코마케팅,KOSDAQ
038870,에코바이오,KOSDAQ
086520,에코프로,KOSDAQ
038110,에코플라스틱,KOSDAQ
073540,에프알텍,KOSDAQ
064090,에프앤리퍼블릭,KOSDAQ
036810,에프에스티,KOSDAQ
063440,에프엔씨애드컬쳐,KOSDAQ
173940,에프엔씨엔터,KOSDAQ
083500,에프엔에스테크,KOSDAQ
065160,에프티이앤이,KOSDAQ
054940,엑사이엔씨,KOSDAQ
950130,엑세스바이오,KOSDAQ
205100,엑셈,KOSDAQ
092870,엑시콘,KOSDAQ
067570,엔브이에이치코리아,KOSDAQ
054340,엔알케이,KOSDAQ
217820,엔에스,KOSDAQ
095300,엔에스브이,KOSDAQ
031860,엔에스엔,KOSDAQ
207720,엔에이치SL스팩,KOSDAQ
256630,엔에이치스팩10호,KOSDAQ
256840,엔에이치스팩11호,KOSDAQ
217810,엔에이치스팩7호,KOSDAQ
218410,엔에이치스팩8호,KOSDAQ
208860,엔지스테크널러지,KOSDAQ
206400,엔터메이트,KOSDAQ
069410,엔텔스,KOSDAQ
048830,엔피케이,KOSDAQ
096870,엘디티,KOSDAQ
061970,엘비세미콘,KOSDAQ
138690,엘아이에스,KOSDAQ
066970,엘앤에프,KOSDAQ
156100,엘앤케이바이오,KOSDAQ
073110,엘엠에스,KOSDAQ
083310,엘오티베큠,KOSDAQ
037950,엘컴텍,KOSDAQ
170920,엘티씨,KOSDAQ
058630,엠게임,KOSDAQ
019590,엠벤처투자,KOSDAQ
097520,엠씨넥스,KOSDAQ
009780,엠에스씨,KOSDAQ
123040,엠에스오토텍,KOSDAQ
032790,엠젠플러스,KOSDAQ
180400,엠지메드,KOSDAQ
033160,엠케이전자,KOSDAQ
115960,연우,KOSDAQ
090740,연이정보통신,KOSDAQ
007530,영신금속,KOSDAQ
143540,영우디에스피,KOSDAQ
036180,영인프런티어,KOSDAQ
036560,영풍정밀,KOSDAQ
036000,예림당,KOSDAQ
053280,예스24,KOSDAQ
122640,예스티,KOSDAQ
900300,오가닉티코스메틱,KOSDAQ
045060,오공,KOSDAQ
080520,오디텍,KOSDAQ
039830,오로라,KOSDAQ
046120,오르비텍,KOSDAQ
014940,오리엔탈정공,KOSDAQ
065500,오리엔트정공,KOSDAQ
010470,오리콤,KOSDAQ
053980,오상자이엘,KOSDAQ
052420,오성엘에스티,KOSDAQ
241790,오션브릿지,KOSDAQ
039200,오스코텍,KOSDAQ
031510,오스템,KOSDAQ
048260,오스템임플란트,KOSDAQ
138080,오이솔루션,KOSDAQ
080580,오킨스전자,KOSDAQ
067170,오텍,KOSDAQ
049480,오픈베이스,KOSDAQ
196450,온다 엔터테인먼트,KOSDAQ
057540,옴니시스템,KOSDAQ
057680,옴니텔,KOSDAQ
123010,옵토팩,KOSDAQ
082210,옵트론텍,KOSDAQ
109080,옵티시스,KOSDAQ
052770,와이디온라인,KOSDAQ
057030,와이비엠넷,KOSDAQ
122990,와이솔,KOSDAQ
232140,와이아이케이,KOSDAQ
067900,와이엔텍,KOSDAQ
155650,와이엠씨,KOSDAQ
251370,와이엠티,KOSDAQ
066430,와이오엠,KOSDAQ
193250,와이제이엠게임즈,KOSDAQ
019210,와이지-원,KOSDAQ
122870,와이지엔터테인먼트,KOSDAQ
079000,와토스코리아,KOSDAQ
900180,완리,KOSDAQ
114630,우노앤컴퍼니,KOSDAQ
032820,우리기술,KOSDAQ
041190,우리기술투자,KOSDAQ
115440,우리넷,KOSDAQ
046970,우리로,KOSDAQ
215360,우리산업,KOSDAQ
072470,우리산업홀딩스,KOSDAQ
073560,우리손에프앤지,KOSDAQ
153490,우리이앤엘,KOSDAQ
082850,우리이티아이,KOSDAQ
037400,우리조명,KOSDAQ
101170,우림기계,KOSDAQ
194610,우성아이비,KOSDAQ
066590,우수AMS,KOSDAQ
046940,우원개발,KOSDAQ
215380,우정비에스씨,KOSDAQ
065680,우주일렉트로,KOSDAQ
018620,우진비앤지,KOSDAQ
032940,원익,KOSDAQ
240810,원익IPS,KOSDAQ
074600,원익QnC,KOSDAQ
104830,원익머트리얼즈,KOSDAQ
014190,원익큐브,KOSDAQ
030530,원익홀딩스,KOSDAQ
012620,원일특강,KOSDAQ
008370,원풍,KOSDAQ
008290,원풍물산,KOSDAQ
101160,월덱스,KOSDAQ
095270,웨이브일렉트로,KOSDAQ
065950,웰크론,KOSDAQ
114190,웰크론강원,KOSDAQ
076080,웰크론한텍,KOSDAQ
196700,웹스,KOSDAQ
069080,웹젠,KOSDAQ
039790,위노바,KOSDAQ
044340,위닉스,KOSDAQ
112040,위메이드,KOSDAQ
038620,위즈코프,KOSDAQ
036090,위지트,KOSDAQ
136540,윈스,KOSDAQ
097800,윈팩,KOSDAQ
192390,윈하이텍,KOSDAQ
044480,유니더스,KOSDAQ
036200,유니셈,KOSDAQ
018000,유니슨,KOSDAQ
203450,유니온커뮤니티,KOSDAQ
011320,유니크,KOSDAQ
086390,유니테스트,KOSDAQ
241690,유니테크노,KOSDAQ
142210,유니트론텍,KOSDAQ
048430,유라테크,KOSDAQ
206650,유바이오로직스,KOSDAQ
089850,유비벨록스,KOSDAQ
032620,유비케어,KOSDAQ
264450,유비쿼스,KOSDAQ
078070,유비쿼스홀딩스,KOSDAQ
024800,유성티엔에스,KOSDAQ
054930,유신,KOSDAQ
069330,유아이디,KOSDAQ
049520,유아이엘,KOSDAQ
204620,유안타제1호스팩,KOSDAQ
219960,유안타제2호스팩,KOSDAQ
056090,유앤아이,KOSDAQ
195990,유지인트,KOSDAQ
023410,유진기업,KOSDAQ
056080,유진로봇,KOSDAQ
221200,유진스팩3호,KOSDAQ
215090,유진에이씨피씨스팩2호,KOSDAQ
084370,유진테크,KOSDAQ
178780,유테크,KOSDAQ
191410,육일씨엔에쓰,KOSDAQ
044960,이-글 벳,KOSDAQ
039020,이건홀딩스,KOSDAQ
060230,이그잭스,KOSDAQ
067920,이글루시큐리티,KOSDAQ
073490,이노와이어리스,KOSDAQ
215790,이노인스트루먼트,KOSDAQ
088390,이녹스,KOSDAQ
272290,이녹스첨단소재,KOSDAQ
053350,이니텍,KOSDAQ
033110,이디,KOSDAQ
041520,이라이콤,KOSDAQ
054210,이랜텍,KOSDAQ
065440,이루온,KOSDAQ
036260,이매진아시아,KOSDAQ
115610,이미지스,KOSDAQ
225440,이베스트스팩3호,KOSDAQ
078020,이베스트투자증권,KOSDAQ
080010,이상네트웍스,KOSDAQ
086890,이수앱지스,KOSDAQ
047560,이스트소프트,KOSDAQ
900110,이스트아시아홀딩스,KOSDAQ
067010,이씨에스,KOSDAQ
223310,이에스브이,KOSDAQ
052190,이에스에이,KOSDAQ
102710,이엔에프테크놀로지,KOSDAQ
094190,이엘케이,KOSDAQ
063760,이엘피,KOSDAQ
123570,이엠넷,KOSDAQ
095190,이엠코리아,KOSDAQ
091120,이엠텍,KOSDAQ
039030,이오테크닉스,KOSDAQ
088290,이원컴포텍,KOSDAQ
033600,이젠텍,KOSDAQ
181340,이즈미디어,KOSDAQ
035810,이지바이오,KOSDAQ
090850,이지웰페어,KOSDAQ
092130,이크레더블,KOSDAQ
016250,이테크건설,KOSDAQ
096040,이트론,KOSDAQ
134060,이퓨쳐,KOSDAQ
001840,이화공영,KOSDAQ
024810,이화전기,KOSDAQ
041830,인바디,KOSDAQ
079950,인베니아,KOSDAQ
060150,인선이엔티,KOSDAQ
033230,인성정보,KOSDAQ
037330,인지디스플레,KOSDAQ
083640,인콘,KOSDAQ
216050,인크로스,KOSDAQ
049070,인탑스,KOSDAQ
119610,인터로조,KOSDAQ
158310,인터불스,KOSDAQ
017250,인터엠,KOSDAQ
108790,인터파크,KOSDAQ
035080,인터파크홀딩스,KOSDAQ
051370,인터플렉스,KOSDAQ
064290,인텍플러스,KOSDAQ
189300,인텔리안테크,KOSDAQ
150840,인트로메딕,KOSDAQ
048530,인트론바이오,KOSDAQ
175140,인포마크,KOSDAQ
115310,인포바인,KOSDAQ
039290,인포뱅크,KOSDAQ
041020,인프라웨어,KOSDAQ
071200,인피니트헬스케어,KOSDAQ
101930,인화정공,KOSDAQ
078940,일경산업개발,KOSDAQ
068330,일신바이오,KOSDAQ
058450,일야,KOSDAQ
019540,일지테크,KOSDAQ
094820,일진파워,KOSDAQ
950140,잉글우드랩(Reg.S),KOSDAQ
049550,잉크테크,KOSDAQ
043910,자연과환경,KOSDAQ
234920,자이글,KOSDAQ
174880,장원테크,KOSDAQ
049630,재영솔루텍,KOSDAQ
065530,전파기지국,KOSDAQ
208140,정다운,KOSDAQ
022220,정산애강,KOSDAQ
040420,정상제이엘에스,KOSDAQ
045510,정원엔시스,KOSDAQ
065620,제낙스,KOSDAQ
217190,제너셈,KOSDAQ
095700,제넥신,KOSDAQ
187420,제노포커스,KOSDAQ
123330,제닉,KOSDAQ
159580,제로투세븐,KOSDAQ
147830,제룡산업,KOSDAQ
033100,제룡전기,KOSDAQ
019570,제미니투자,KOSDAQ
079370,제우스,KOSDAQ
054950,제이브이엠,KOSDAQ
096690,제이스테판,KOSDAQ
090470,제이스텍,KOSDAQ
137950,제이씨케미칼,KOSDAQ
033320,제이씨현시스템,KOSDAQ
026040,제이에스티나,KOSDAQ
126880,제이엔케이히터,KOSDAQ
033050,제이엠아이,KOSDAQ
094970,제이엠티,KOSDAQ
058420,제이웨이,KOSDAQ
036420,제이콘텐트리,KOSDAQ
089790,제이티,KOSDAQ
052670,제일바이오,KOSDAQ
023440,제일제강,KOSDAQ
038010,제일테크노스,KOSDAQ
003380,제일홀딩스,KOSDAQ
080220,제주반도체,KOSDAQ
082270,젬백스,KOSDAQ
041590,젬백스테크놀러지,KOSDAQ
044060,조광ILI,KOSDAQ
034940,조아제약,KOSDAQ
101730,조이맥스,KOSDAQ
067000,조이시티,KOSDAQ
033340,좋은사람들,KOSDAQ
036930,주성엔지니어링,KOSDAQ
072020,중앙백신,KOSDAQ
000440,중앙에너비스,KOSDAQ
054180,중앙오션,KOSDAQ
043610,지니뮤직,KOSDAQ
155960,지디,KOSDAQ
208350,지란지교시큐리티,KOSDAQ
114570,지스마트글로벌,KOSDAQ
051160,지어소프트,KOSDAQ
053050,지에스이,KOSDAQ
119850,지엔씨에너지,KOSDAQ
065060,지엔코,KOSDAQ
204840,지엘팜텍,KOSDAQ
018290,지엠피,KOSDAQ
115450,지트리비앤티,KOSDAQ
018120,진로발효,KOSDAQ
109820,진매트릭스,KOSDAQ
086060,진바이오텍,KOSDAQ
036890,진성티이씨,KOSDAQ
007370,진양제약,KOSDAQ
085660,차바이오텍,KOSDAQ
900040,차이나그레이트,KOSDAQ
900090,차이나하오란,KOSDAQ
094850,참좋은레져,KOSDAQ
004650,창해에탄올,KOSDAQ
111820,처음앤씨,KOSDAQ
096240,청담러닝,KOSDAQ
013720,청보산업,KOSDAQ
047820,초록뱀,KOSDAQ
094360,칩스앤미디어,KOSDAQ
016920,카스,KOSDAQ
026260,카테아,KOSDAQ
071850,캐스텍코리아,KOSDAQ
050110,캠시스,KOSDAQ
078340,컴투스,KOSDAQ
214370,케어젠,KOSDAQ
221980,케이디켐,KOSDAQ
043290,케이맥,KOSDAQ
221950,케이비드림3호스팩,KOSDAQ
226360,케이비드림4호스팩,KOSDAQ
250930,케이비제10호스팩,KOSDAQ
258790,케이비제11호스팩,KOSDAQ
222390,케이비제8호스팩,KOSDAQ
232270,케이비제9호스팩,KOSDAQ
192250,케이사인,KOSDAQ
115500,케이씨에스,KOSDAQ
089150,케이씨티,KOSDAQ
025880,케이씨피드,KOSDAQ
093320,케이아이엔엑스,KOSDAQ
073010,케이에스피,KOSDAQ
105330,케이엔더블유,KOSDAQ
039420,케이엘넷,KOSDAQ
083550,케이엠,KOSDAQ
032500,케이엠더블유,KOSDAQ
214150,케이티비스팩2호,KOSDAQ
064820,케이프,KOSDAQ
220260,케이프이에스스팩,KOSDAQ
024880,케이피에프,KOSDAQ
042040,케이피엠테크,KOSDAQ
054410,케이피티,KOSDAQ
217600,켐온,KOSDAQ
089010,켐트로닉스,KOSDAQ
052400,코나아이,KOSDAQ
094860,코닉글로리,KOSDAQ
046070,코다코,KOSDAQ
047770,코데즈컴바인,KOSDAQ
080530,코디,KOSDAQ
224060,코디엠,KOSDAQ
078650,코렌,KOSDAQ
104540,코렌텍,KOSDAQ
033430,코리드,KOSDAQ
027050,코리아나,KOSDAQ
101670,코리아에스이,KOSDAQ
123410,코리아에프티,KOSDAQ
036690,코맥스,KOSDAQ
049430,코메론,KOSDAQ
183300,코미코,KOSDAQ
041960,코미팜,KOSDAQ
009730,코센,KOSDAQ
241710,코스메카코리아,KOSDAQ
069110,코스온,KOSDAQ
048870,코아로직,KOSDAQ
166480,코아스템,KOSDAQ
045970,코아시아홀딩스,KOSDAQ
029960,코엔텍,KOSDAQ
102940,코오롱생명과학,KOSDAQ
033290,코웰패션,KOSDAQ
056360,코위버,KOSDAQ
121850,코이즈,KOSDAQ
015710,코콤,KOSDAQ
052330,코텍,KOSDAQ
126600,코프라,KOSDAQ
200130,콜마비앤에이치,KOSDAQ
225650,쿠첸,KOSDAQ
060280,큐렉소,KOSDAQ
040350,큐로컴,KOSDAQ
051780,큐로홀딩스,KOSDAQ
115180,큐리언트,KOSDAQ
065560,큐브스,KOSDAQ
182360,큐브엔터,KOSDAQ
066310,큐에스아이,KOSDAQ
016600,큐캐피탈,KOSDAQ
058530,크레아플래닛,KOSDAQ
043590,크로바하이텍,KOSDAQ
114120,크루셜텍,KOSDAQ
083790,크리스탈,KOSDAQ
900250,크리스탈신소재,KOSDAQ
045520,크린앤사이언스,KOSDAQ
237880,클리오,KOSDAQ
218710,키움스팩3호,KOSDAQ
226850,키움스팩4호,KOSDAQ
054780,키이스트,KOSDAQ
219130,타이거일렉,KOSDAQ
065130,탑엔지니어링,KOSDAQ
023160,태광,KOSDAQ
053620,태양,KOSDAQ
072520,태양씨앤엘,KOSDAQ
044490,태웅,KOSDAQ
191420,테고사이언스,KOSDAQ
123100,테라세미콘,KOSDAQ
182690,테라셈,KOSDAQ
066700,테라젠이텍스,KOSDAQ
095610,테스,KOSDAQ
131970,테스나,KOSDAQ
089030,테크윙,KOSDAQ
038540,텍셀네트컴,KOSDAQ
054450,텔레칩스,KOSDAQ
091440,텔레필드,KOSDAQ
200230,텔콘,KOSDAQ
215480,토박스코리아,KOSDAQ
051360,토비스,KOSDAQ
045340,토탈소프트,KOSDAQ
057880,토필드,KOSDAQ
108230,톱텍,KOSDAQ
079970,투비소프트,KOSDAQ
066410,투윈글로벌,KOSDAQ
052290,트레이스,KOSDAQ
105550,트루윈,KOSDAQ
026150,특수건설,KOSDAQ
033830,티비씨,KOSDAQ
064760,티씨케이,KOSDAQ
131290,티에스이,KOSDAQ
246690,티에스인베스트먼트,KOSDAQ
062860,티엘아이,KOSDAQ
104480,티케이케미칼,KOSDAQ
081150,티플랙스,KOSDAQ
130740,티피씨글로벌,KOSDAQ
084730,팅크웨어,KOSDAQ
046210,파나진,KOSDAQ
034230,파라다이스,KOSDAQ
033540,파라텍,KOSDAQ
043200,파루,KOSDAQ
214450,파마리서치프로덕트,KOSDAQ
177830,파버나인,KOSDAQ
037070,파세코,KOSDAQ
150900,파수닷컴,KOSDAQ
047310,파워로직스,KOSDAQ
170790,파이오링크,KOSDAQ
049120,파인디앤씨,KOSDAQ
038950,파인디지털,KOSDAQ
106240,파인테크닉스,KOSDAQ
131760,파인텍,KOSDAQ
140860,파크시스템스,KOSDAQ
091700,파트론,KOSDAQ
194510,파티게임즈,KOSDAQ
038160,팍스넷,KOSDAQ
032800,판타지오,KOSDAQ
043090,팜스웰바이오,KOSDAQ
027710,팜스토리,KOSDAQ
054300,팬스타엔터프라이즈,KOSDAQ
068050,팬엔터테인먼트,KOSDAQ
222110,팬젠,KOSDAQ
060900,퍼시픽바이오,KOSDAQ
087010,펩트론,KOSDAQ
043370,평화정공,KOSDAQ
119500,포메탈,KOSDAQ
016670,포비스티앤씨,KOSDAQ
056730,포스링크,KOSDAQ
022100,포스코 ICT,KOSDAQ
009520,포스코엠텍,KOSDAQ
003670,포스코켐텍,KOSDAQ
189690,포시에스,KOSDAQ
141020,포티스,KOSDAQ
039230,폭스브레인,KOSDAQ
005670,푸드웰,KOSDAQ
094940,푸른기술,KOSDAQ
007330,푸른저축은행,KOSDAQ
093380,풍강,KOSDAQ
023900,풍국주정,KOSDAQ
195440,퓨전데이타,KOSDAQ
214270,퓨쳐스트림네트웍스,KOSDAQ
220100,퓨쳐켐,KOSDAQ
035200,프럼파스트,KOSDAQ
203690,프로스테믹스,KOSDAQ
053610,프로텍,KOSDAQ
053160,프리엠스,KOSDAQ
075130,플랜티넷,KOSDAQ
023770,플레이위드,KOSDAQ
032580,피델릭스,KOSDAQ
051380,피씨디렉트,KOSDAQ
241820,피씨엘,KOSDAQ
237750,피앤씨테크,KOSDAQ
131390,피앤이솔루션,KOSDAQ
024850,피에스엠씨,KOSDAQ
031980,피에스케이,KOSDAQ
002230,피에스텍,KOSDAQ
137400,피엔티,KOSDAQ
128660,피제이메탈,KOSDAQ
006140,피제이전자,KOSDAQ
087600,픽셀플러스,KOSDAQ
064800,필링크,KOSDAQ
161580,필옵틱스,KOSDAQ
230240,하나금융7호스팩,KOSDAQ
261200,하나금융9호스팩,KOSDAQ
067310,하나마이크론,KOSDAQ
215100,하나머스트4호스팩,KOSDAQ
218150,하나머스트5호스팩,KOSDAQ
166090,하나머티리얼즈,KOSDAQ
136480,하림,KOSDAQ
024660,하림홀딩스,KOSDAQ
149980,하이로닉,KOSDAQ
013030,하이록코리아,KOSDAQ
126700,하이비젼시스템,KOSDAQ
200470,하이셈,KOSDAQ
235010,하이에이아이1호스팩,KOSDAQ
205470,하이제2호스팩,KOSDAQ
217500,하이제3호스팩,KOSDAQ
221840,하이즈항공,KOSDAQ
106190,하이텍팜,KOSDAQ
066130,하츠,KOSDAQ
240540,한국4호스팩,KOSDAQ
004590,한국가구,KOSDAQ
039340,한국경제TV,KOSDAQ
034950,한국기업평가,KOSDAQ
222980,한국맥널티,KOSDAQ
025550,한국선재,KOSDAQ
017890,한국알콜,KOSDAQ
063570,한국전자금융,KOSDAQ
041460,한국전자인증,KOSDAQ
101680,한국정밀기계,KOSDAQ
039740,한국정보공학,KOSDAQ
053300,한국정보인증,KOSDAQ
025770,한국정보통신,KOSDAQ
271740,한국제5호스팩,KOSDAQ
023760,한국캐피탈,KOSDAQ
054040,한국컴퓨터,KOSDAQ
050540,한국코퍼레이션,KOSDAQ
021650,한국큐빅,KOSDAQ
053590,한국테크놀로지,KOSDAQ
037230,한국팩키지,KOSDAQ
030520,한글과컴퓨터,KOSDAQ
052600,한네트,KOSDAQ
092460,한라IMS,KOSDAQ
047080,한빛소프트,KOSDAQ
081970,한솔넥스지,KOSDAQ
070300,한솔시큐어,KOSDAQ
099660,한솔신텍,KOSDAQ
221610,한솔씨앤피,KOSDAQ
070590,한솔인티큐브,KOSDAQ
042520,한스바이오메드,KOSDAQ
078350,한양디지텍,KOSDAQ
045100,한양이엔지,KOSDAQ
046110,한일네트웍스,KOSDAQ
024740,한일단조,KOSDAQ
005860,한일사료,KOSDAQ
123840,한일진공,KOSDAQ
007770,한일화학,KOSDAQ
061460,한진피앤씨,KOSDAQ
079170,한창산업,KOSDAQ
054920,한컴시큐어,KOSDAQ
077280,한컴지엠디,KOSDAQ
002680,한탑,KOSDAQ
066110,한프,KOSDAQ
217620,한화ACPC스팩,KOSDAQ
265920,한화수성스팩,KOSDAQ
219860,한화에이스스팩2호,KOSDAQ
264290,한화에이스스팩3호,KOSDAQ
102210,해덕파워웨이,KOSDAQ
220630,해마로푸드서비스,KOSDAQ
034810,해성산업,KOSDAQ
076610,해성옵틱스,KOSDAQ
220180,핸디소프트,KOSDAQ
008800,행남생활건강,KOSDAQ
900270,헝셩그룹,KOSDAQ
170030,현대공업,KOSDAQ
048410,현대아이비티,KOSDAQ
026180,현대정보기술,KOSDAQ
039010,현대통신,KOSDAQ
204990,현성바이탈,KOSDAQ
092300,현우산업,KOSDAQ
053660,현진소재,KOSDAQ
011080,형지I&C,KOSDAQ
060560,홈센타홀딩스,KOSDAQ
064240,홈캐스트,KOSDAQ
039610,화성밸브,KOSDAQ
126640,화신정공,KOSDAQ
086250,화신테크,KOSDAQ
204630,화이브라더스코리아,KOSDAQ
061250,화일약품,KOSDAQ
134780,화진,KOSDAQ
097870,효성오앤비,KOSDAQ
050090,휘닉스소재,KOSDAQ
115160,휴맥스,KOSDAQ
028080,휴맥스홀딩스,KOSDAQ
200670,휴메딕스,KOSDAQ
065510,휴비츠,KOSDAQ
243070,휴온스,KOSDAQ
084110,휴온스글로벌,KOSDAQ
145020,휴젤,KOSDAQ
024060,흥구석유,KOSDAQ
010240,흥국,KOSDAQ
189980,흥국에프엔비,KOSDAQ
037440,희림,KOSDAQ
238490,힘스,KOSDAQ
